uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
589	train	ace	train	2936	916	A brave civilian with a concealed weapons permit tried to stop him but was gunned down by David Hernandez Arroyo Sr, the scumbag who happened to be wearing body armor at the time and who also took out his ex-wife over a child support dispute.	<t>A brave civilian with a concealed weapons permit</t> tried to stop him but was gunned down by <s>David Hernandez Arroyo Sr</s>, the scumbag who happened to be wearing body armor at the time and who also took out his ex-wife over a child support dispute.	Agent:David Hernandez Arroyo Sr	Victim:A brave civilian with a concealed weapons permit	gunned down	{'Victim': ['A brave civilian with a concealed weapons permit'], 'Agent': ['David Hernandez Arroyo Sr']}	Life:Die	1
591	train	ace	train	1637	943	In which, the state of Israel buys -- many expensive military weapons, ah, which is used to -- oppress and -- to kill a lot of Palestinians.	In which, <s>the state of Israel</s> buys -- many expensive military weapons, ah, which is used to -- oppress and -- to kill <t>a lot of Palestinians</t>.	Agent:the state of Israel	Victim:a lot of Palestinians	kill	{'Instrument': ['many expensive military weapons'], 'Victim': ['a lot of Palestinians'], 'Agent': ['the state of Israel']}	Life:Die	1
592	train	ace	train	155	933	Four U.S. Army soldiers were killed when a suicide bomber attacked a military checkpoint today in Najaf.	<t>Four U.S. Army soldiers</t> were killed when <s>a suicide bomber</s> attacked a military checkpoint today in Najaf.	Agent:a suicide bomber	Victim:Four U.S. Army soldiers	killed	{'Victim': ['Four U.S. Army soldiers'], 'Agent': ['a suicide bomber'], 'Place': ['a military checkpoint']}	Life:Die	1
593	train	ace	train	155	933	Four U.S. Army soldiers were killed when a suicide bomber attacked a military checkpoint today in Najaf.	Four U.S. Army soldiers were killed when <s>a suicide bomber</s> attacked <t>a military checkpoint</t> today in Najaf.	Agent:a suicide bomber	Place:a military checkpoint	killed	{'Victim': ['Four U.S. Army soldiers'], 'Agent': ['a suicide bomber'], 'Place': ['a military checkpoint']}	Life:Die	1
594	train	ace	train	513	987	When an Al- Jazeera reporter was killed today, the network charged it had been targeted by U.S. force.	When <t>an Al- Jazeera reporter</t> was killed today, the network charged it had been targeted by <s>U.S. force</s>.	Agent:U.S. force	Victim:an Al- Jazeera reporter	killed	{'Victim': ['an Al- Jazeera reporter'], 'Agent': ['U.S. force']}	Life:Die	1
599	train	ace	train	629	941	in october of 1985, four hijackers under his command took over the italian cruise ship "achille lauro" and killed a wheelchair- bound american tourist, leo klinghoffer.	in october of 1985, <s>four hijackers under his command</s> took over the italian cruise ship "achille lauro" and killed <t>a wheelchair- bound american tourist</t>, leo klinghoffer.	Agent:four hijackers under his command	Victim:a wheelchair- bound american tourist	killed	{'Victim': ['a wheelchair- bound american tourist'], 'Agent': ['four hijackers under his command']}	Life:Die	1
600	train	ace	train	638	173	seven iraqis were killed by u.s. marines, who say they were responding to sniper fire.	<t>seven iraqis</t> were killed by <s>u.s. marines, who say they were responding to sniper fire</s>.	Agent:u.s. marines, who say they were responding to sniper fire	Victim:seven iraqis	killed	{'Victim': ['seven iraqis'], 'Agent': ['u.s. marines, who say they were responding to sniper fire']}	Life:Die	1
601	train	ace	train	1024	924	and one person whose suit would be blocked is denise johnson if the legislation goes through, the widow of bus driver conrad johnson, the last person killed in the washington, d.c. sniper attacks.	and one person whose suit would be blocked is denise johnson if the legislation goes through, <t>the widow of bus driver conrad johnson</t>, the last person killed in the washington, d.c. <s>sniper</s> attacks.	Agent:sniper	Victim:the widow of bus driver conrad johnson	killed	{'Agent': ['sniper'], 'Place': ['washington, d.c'], 'Victim': ['the last person killed in the washington, d.c. sniper attacks']}	Life:Die	1
602	train	ace	train	1024	924	and one person whose suit would be blocked is denise johnson if the legislation goes through, the widow of bus driver conrad johnson, the last person killed in the washington, d.c. sniper attacks.	and one person whose suit would be blocked is denise johnson if the legislation goes through, the widow of bus driver conrad johnson, the last person killed in the <t>washington, d.c</t>. <s>sniper</s> attacks.	Agent:sniper	Place:washington, d.c	killed	{'Agent': ['sniper'], 'Place': ['washington, d.c'], 'Victim': ['the last person killed in the washington, d.c. sniper attacks']}	Life:Die	1
603	train	ace	train	1026	982	we'll put a small part of that up on the screen right now where she said, "i am confident that the criminal justice system will work to punish the people who killed my husband.	we'll put a small part of that up on the screen right now where she said, "i am confident that the criminal justice system will work to punish <s>the people who killed <t>my husband</t></s>.	Agent:the people who killed my husband	Victim:my husband	killed	{'Victim': ['my husband'], 'Agent': ['the people who killed my husband']}	Life:Die	1
604	train	ace	train	1073	948	it's happened, of course, several times during the war in iraq, journalists caught in the line of fire and killed.	it's happened, of course, several times during the war in <s>iraq</s>, <t>journalists</t> caught in the line of fire and killed.	Place:iraq	Agent:journalists	killed	{'Agent': ['journalists'], 'Place': ['iraq']}	Life:Die	1
605	train	ace	train	1086	988	with palestinian cameramen, shot and killed by an israeli soldier on the west bank in mid-april.	with <t>palestinian cameramen</t>, shot and killed by <s>an israeli soldier</s> on the west bank in mid-april.	Agent:an israeli soldier	Victim:palestinian cameramen	killed	{'Victim': ['palestinian cameramen'], 'Agent': ['an israeli soldier'], 'Place': ['the west bank']}	Life:Die	1
606	train	ace	train	1086	988	with palestinian cameramen, shot and killed by an israeli soldier on the west bank in mid-april.	with palestinian cameramen, shot and killed by <s>an israeli soldier</s> on <t>the west bank</t> in mid-april.	Agent:an israeli soldier	Place:the west bank	killed	{'Victim': ['palestinian cameramen'], 'Agent': ['an israeli soldier'], 'Place': ['the west bank']}	Life:Die	1
607	train	ace	train	1329	965	shortly afterward, israel killed seven people in gaza, two of them members of hamas.	shortly afterward, <s>israel</s> killed seven people in <t>gaza</t>, two of them members of hamas.	Agent:israel	Place:gaza	killed	{'Victim': ['seven people in gaza'], 'Agent': ['israel'], 'Place': ['gaza']}	Life:Die	1
608	train	ace	train	1329	965	shortly afterward, israel killed seven people in gaza, two of them members of hamas.	shortly afterward, <s>israel</s> killed <t>seven people in gaza</t>, two of them members of hamas.	Agent:israel	Victim:seven people in gaza	killed	{'Victim': ['seven people in gaza'], 'Agent': ['israel'], 'Place': ['gaza']}	Life:Die	1
610	train	ace	train	1355	140	israel retaliated on hamas, namely al-rantissi, it missed him and killed civilians.	<s>israel</s> retaliated on hamas, namely al-rantissi, it missed him and killed <t>civilians</t>.	Agent:israel	Victim:civilians	killed	{'Victim': ['civilians'], 'Agent': ['israel']}	Life:Die	1
611	train	ace	train	1404	975	the store's owner and the palestinian bomber were killed.	<t>the store's owner</t> and <s>the palestinian bomber</s> were killed.	Agent:the palestinian bomber	Victim:the store's owner	killed	{'Agent': ['the palestinian bomber'], 'Place': ['the store'], 'Victim': ["the store's owner", 'the palestinian bomber']}	Life:Die	1
612	train	ace	train	1404	975	the store's owner and the palestinian bomber were killed.	<t>the store</t>'s owner and <s>the palestinian bomber</s> were killed.	Agent:the palestinian bomber	Place:the store	killed	{'Agent': ['the palestinian bomber'], 'Place': ['the store'], 'Victim': ["the store's owner", 'the palestinian bomber']}	Life:Die	1
613	train	ace	train	1982	950	Meanwhile, the U.S. military faced sharp criticism over assaults that killed three foreign journalists.	Meanwhile, <s>the U.S. military</s> faced sharp criticism over assaults that killed <t>three foreign journalists</t>.	Agent:the U.S. military	Victim:three foreign journalists	killed	{'Victim': ['three foreign journalists'], 'Agent': ['the U.S. military']}	Life:Die	1
614	train	ace	train	2043	939	In 1991, however, the U.S. Congress banned this after Indonesian troops killed hundreds of civilians in East Timor.	In 1991, however, the U.S. Congress banned this after <s>Indonesian troops</s> killed <t>hundreds of civilians in East Timor</t>.	Agent:Indonesian troops	Victim:hundreds of civilians in East Timor	killed	{'Victim': ['hundreds of civilians in East Timor'], 'Agent': ['Indonesian troops'], 'Place': ['East Timor']}	Life:Die	1
615	train	ace	train	2043	939	In 1991, however, the U.S. Congress banned this after Indonesian troops killed hundreds of civilians in East Timor.	In 1991, however, the U.S. Congress banned this after <s>Indonesian troops</s> killed hundreds of civilians in <t>East Timor</t>.	Agent:Indonesian troops	Place:East Timor	killed	{'Victim': ['hundreds of civilians in East Timor'], 'Agent': ['Indonesian troops'], 'Place': ['East Timor']}	Life:Die	1
618	train	ace	train	2289	945	Israeli troops killed a Palestinian teenager Monday and another surrendered after infiltrating from Gaza, the military said.	<s>Israeli troops</s> killed <t>a Palestinian teenager</t> Monday and another surrendered after infiltrating from Gaza, the military said.	Agent:Israeli troops	Victim:a Palestinian teenager	killed	{'Victim': ['a Palestinian teenager'], 'Agent': ['Israeli troops']}	Life:Die	1
619	train	ace	train	2388	931	Five Iraqi civilians, including a woman, were killed Monday when their houses were hit by a missile fired by the US-led coalition warplanes, witnesses said.	Five Iraqi civilians, including <t>a woman</t>, were killed Monday when their houses were hit by a missile fired by the <s>US-led coalition</s> warplanes, witnesses said.	Agent:US-led coalition	Victim:a woman	killed	{'Instrument': ['a missile fired by the US-led coalition warplanes'], 'Victim': ['Five Iraqi civilians, including a woman', 'a woman'], 'Agent': ['US-led coalition'], 'Place': ['their houses']}	Life:Die	1
