	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	424	The budget speech and relevant documents have been provided to the opposition members including Leader of the Opposition Shahbaz Sharif, Shahid Khaqan Abbasi, Ahsan Iqbal and Marryyam Aurangzeb who are in isolation since they were also tested positive coronavirus.	The budget speech and relevant documents have been provided to <t>the opposition members including Leader of the Opposition Shahbaz Sharif, Shahid Khaqan Abbasi, Ahsan Iqbal and Marryyam Aurangzeb</t> who are in isolation since they were also tested positive coronavirus.	An actor	the opposition members including Leader of the Opposition Shahbaz Sharif, Shahid Khaqan Abbasi, Ahsan Iqbal and Marryyam Aurangzeb	2	2	AID	AID	4	MOBILIZE	4	MOBILIZE	['<S> kept alert in <T>', '<S> repressed person of <T>', '<S> imposed more restrictions on <T>', '<S> imposed state of emergency in <T>']	['<S> kept alert in <T>', '<S> repressed person of <T>', '<S> imposed more restrictions on <T>', '<S> imposed state of emergency in <T>']	past
	426	First contingents of West African peacekeeping troops arrive in Monrovia.	First contingents of <s>West African peacekeeping troops</s> arrive in <t>Monrovia</t>.	West African peacekeeping troops	Monrovia	2	2	AID	AID	1	CONSULT	1	CONSULT	['<S> met with <T>', '<S> allowed entry of <T>']	['<S> met with <T>', '<S> allowed entry of <T>']	past
	435	The United States has also provided nearly $1.7 billion in humanitarian assistance to support Syrian refugees in Jordan since the start of the Syria crisis.	<s>The United States</s> has also provided nearly $1.7 billion in humanitarian assistance to support <t>Syrian refugees in Jordan</t> since the start of the Syria crisis.	The United States	Syrian refugees in Jordan	2	2	AID	AID	2	AID	2	AID	['<S> added money to <T>', '<S> added aid to <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> cooperated with <T>']	['<S> added money to <T>', '<S> added aid to <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> cooperated with <T>']	past
	436	The non-governmental organization Medecins Sans Frontieres flew over 13 metric tons of medicine into Afghanistan.	<s>The non-governmental organization Medecins Sans Frontieres</s> flew over 13 metric tons of medicine into <t>Afghanistan</t>.	The non-governmental organization Medecins Sans Frontieres	Afghanistan	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> agreed to do something for <T>']	['<S> added aid to <T>', '<S> agreed to do something for <T>']	past
	449	The Saudi-spearheaded military intervention in Yemen against Iranian-backed Houthi rebels, which began in 2015, has received significant logistics and financial support from the U.S. military.	<t>The Saudi-spearheaded military intervention in Yemen</t> against Iranian-backed Houthi rebels, which began in 2015, has received significant logistics and financial support from <s>the U.S. military</s>.	the U.S. military	The Saudi-spearheaded military intervention in Yemen	2	2	AID	AID	1	SUPPORT	1	SUPPORT	['<S> expressed support for <T>', '<S> added aid to <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> added money to <T>']	['<S> expressed support for <T>', '<S> added aid to <T>', '<S> cooperated with <T>', '<S> agreed to do something for <T>', '<S> added money to <T>']	past
	476	The German Government is one of the largest bilateral donors, with support focusing on the areas of water, economic development, public safety (police) , governance and education.	<s>The German Government</s> is one of the largest bilateral donors, with support focusing on the areas of water, economic development, public safety (police) , governance and education.	The German Government	a recipient	2	2	AID	AID	2	AID	2	AID	['<S> added money to <T>', '<S> added aid to <T>', '<S> cooperated with <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>']	['<S> added money to <T>', '<S> added aid to <T>', '<S> cooperated with <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>']	past
	502	The U.S. government has donated a shipment of 250 state-of-the-art ventilators and other critical care equipment to assist Ethiopia with its response to COVID-19.	<s>The U.S. government</s> has donated a shipment of 250 state-of-the-art ventilators and other critical care equipment to assist <t>Ethiopia</t> with its response to COVID-19.	The U.S. government	Ethiopia	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> agreed to do something for <T>', '<S> cooperated with <T>']	['<S> added aid to <T>', '<S> agreed to do something for <T>', '<S> cooperated with <T>']	past
	508	Action Against Hunger says it is currently providing food assistance every month to approximately 300,000 people in northeast Nigeria who have no access to livelihoods and food.	<s>Action Against Hunger</s> says it is currently providing food assistance every month to approximately 300,000 people in <t>northeast Nigeria</t> who have no access to livelihoods and food.	Action Against Hunger	northeast Nigeria	2	2	AID	AID	2	AID	1	AGREE	['<S> added aid to <T>', '<S> agreed to do something for <T>', '<S> expressed support for <T>', '<S> shared information with <T>', '<S> investigated something of <T>']	['<S> added aid to <T>', '<S> agreed to do something for <T>', '<S> expressed support for <T>', '<S> shared information with <T>', '<S> investigated something of <T>']	todo
	510	The total number of people evacuated from Haiti by the U.S. is approximately 10,500, of which 8,300 were American citizens.	The total number of people evacuated from <t>Haiti</t> by <s>the U.S.</s> is approximately 10,500, of which 8,300 were American citizens.	the U.S.	Haiti	2	2	AID	AID	2	YIELD	2	YIELD	['<S> released person of <T>']	['<S> released person of <T>']	past
	528	Germany accepts more than 1,500 people now living in Greek refugee camps.	<s>Germany</s> accepts more than 1,500 people now living in <t>Greek refugee camps</t>.	Germany	Greek refugee camps	2	2	AID	AID	2	YIELD	2	YIELD	['<S> allowed entry of <T>']	['<S> allowed entry of <T>']	past
	551	The European Commission has announced additional humanitarian assistance of €60 million to help people in Somalia, Ethiopia and Kenya, who have been facing critical levels of food insecurity due to severe drought.	<s>The European Commission</s> has announced additional humanitarian assistance of €60 million to help people in <t>Somalia, Ethiopia and Kenya</t>, who have been facing critical levels of food insecurity due to severe drought.	The European Commission	Somalia, Ethiopia and Kenya	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> added money to <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>', '<S> expressed support for <T>']	['<S> added aid to <T>', '<S> added money to <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>', '<S> expressed support for <T>']	past
	594	The Ecowas peacekeepers are being deployed to relieve the Angolan military personnel.	<s>The Ecowas peacekeepers</s> are being deployed to relieve <t>the Angolan military personnel</t>.	The Ecowas peacekeepers	the Angolan military personnel	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> agreed to do something for <T>']	['<S> added aid to <T>', '<S> agreed to do something for <T>']	past
	610	This week, the United States handed over more than USD $4 million worth of new medical equipment and medicines to the Ministry of Health of Ethiopia, for use in hospitals and health centers.	This week, <s>the United States</s> handed over more than USD $4 million worth of new medical equipment and medicines to <t>the Ministry of Health of Ethiopia</t>, for use in hospitals and health centers.	the United States	the Ministry of Health of Ethiopia	2	2	AID	AID	2	YIELD	2	YIELD	['<S> surrendered to <T>', '<S> agreed to do something for <T>', '<S> added money to <T>', '<S> added aid to <T>']	['<S> surrendered to <T>', '<S> agreed to do something for <T>', '<S> added money to <T>', '<S> added aid to <T>']	past
	621	This additional funding, which will help people facing increased food insecurity in Zimbabwe urban areas, demonstrates the US commitment to the people of Zimbabwe, he said.	This additional funding, which will help people facing increased food insecurity in <t>Zimbabwe urban areas</t>, demonstrates the <s>US</s> commitment to the people of Zimbabwe, he said.	US	Zimbabwe urban areas	2	2	AID	AID	2	AID	2	AID	['<S> added money to <T>', '<S> added aid to <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	['<S> added money to <T>', '<S> added aid to <T>', '<S> expressed support for <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>']	past
	628	Germany is adding a specialized medical evacuation airplane to the voluntary pool of resources which EU countries have made available to fight the Ebola epidemic in West Africa.	<s>Germany</s> is adding a specialized medical evacuation airplane to the voluntary pool of resources which EU countries have made available to fight the Ebola epidemic in <t>West Africa</t>.	Germany	West Africa	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> agreed to do something for <T>']	['<S> added aid to <T>', '<S> agreed to do something for <T>']	past
	631	In the 1980s, Iran had opened its borders to displaced Afghans who had fled Soviet occupation.	In the 1980s, <s>Iran</s> had opened its borders to <t>displaced Afghans</t> who had fled Soviet occupation.	Iran	displaced Afghans	2	2	AID	AID	2	YIELD	2	YIELD	['<S> allowed entry of <T>', '<S> eased restrictions on <T>', '<S> agreed to do something for <T>', '<S> met with <T>']	['<S> allowed entry of <T>', '<S> eased restrictions on <T>', '<S> agreed to do something for <T>', '<S> met with <T>']	past
	645	In all, 30,000 Irish soldiers served in Lebanon over 23 years.	In all, <s>30,000 Irish soldiers</s> served in <t>Lebanon</t> over 23 years.	30,000 Irish soldiers	Lebanon	2	2	AID	AID	1	CONSULT	1	CONSULT	['<S> met with <T>']	['<S> met with <T>']	past
	646	Germany has reinforced its commitment to Syrian refugees and vulnerable Jordanians with a contribution of €56 million (JOD43.7 million) .	<s>Germany</s> has reinforced its commitment to <t>Syrian refugees and vulnerable Jordanians</t> with a contribution of €56 million (JOD43.7 million) .	Germany	Syrian refugees and vulnerable Jordanians	2	2	AID	AID	2	AID	1	AGREE	['<S> added money to <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>', '<S> expressed support for <T>', '<S> added aid to <T>']	['<S> added money to <T>', '<S> agreed to do something for <T>', '<S> promised to do something for <T>', '<S> expressed support for <T>', '<S> added aid to <T>']	todo
	654	The Vice President announced the U.S. government had provided $340 million for assistance in northern Iraq, focusing on helping full inclusion, tolerance, and protection of the rights of religious minorities.	The Vice President announced the <s>U.S. government</s> had provided $340 million for assistance in <t>northern Iraq</t>, focusing on helping full inclusion, tolerance, and protection of the rights of religious minorities.	U.S. government	northern Iraq	2	2	AID	AID	2	AID	2	AID	['<S> added aid to <T>', '<S> added money to <T>', '<S> agreed to do something for <T>', '<S> expressed support for <T>', '<S> cooperated with <T>']	['<S> added aid to <T>', '<S> added money to <T>', '<S> agreed to do something for <T>', '<S> expressed support for <T>', '<S> cooperated with <T>']	past
	698	ISLAMABAD: The Japanese government has provided $49 million grant assistance for the extension of intensive care at maternal and child health care centre and children's hospital at the Pakistan Institute of Medical Sciences (PIMS) and to strengthen cargo inspection capacity at dry ports of the country.	ISLAMABAD: <s>The Japanese government</s> has provided $49 million grant assistance for the extension of intensive care at maternal and child health care centre and children's hospital at <t>the Pakistan Institute of Medical Sciences (PIMS) </t>and to strengthen cargo inspection capacity at dry ports of the country.	The Japanese government	the Pakistan Institute of Medical Sciences (PIMS)	2	2	AID	AID	2	AID	2	AID	['<S> added money to <T>', '<S> agreed to do something for <T>', '<S> added aid to <T>', '<S> promised to do something for <T>', '<S> cooperated with <T>']	['<S> added money to <T>', '<S> agreed to do something for <T>', '<S> added aid to <T>', '<S> promised to do something for <T>', '<S> cooperated with <T>']	past
	758	The Australian Government provided around $400 million in total ODA to Indonesia in 2015-16, including an estimated $323 million in bilateral funding managed by DFAT.	<s>The Australian Government</s> provided around $400 million in total ODA to <t>Indonesia</t> in 2015-16, including an estimated $323 million in bilateral funding managed by DFAT.	The Australian Government	Indonesia	2	2	AID	AID	2	AID	2	AID	['<S> added money to <T>', '<S> added aid to <T>', '<S> agreed to do something for <T>']	['<S> added money to <T>', '<S> added aid to <T>', '<S> agreed to do something for <T>']	past
